이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액
안상훈,1975-05-23,063-475-6481,50,경기도 광명시 가학동,54,23,경기도 여주시 점동면,경기도 양주시 광적면,경기도 양주시 만송동,경기도 화성시 장안면,경기도 평택시 진위면,경기도 파주시 적성면,N,N,0,232756,0.2,46551
이수민,1953-10-03,053-122-3772,72,경기도 포천시 내촌면,67,21,경기도 성남시 수정구 신촌동,경기도 여주시 대신면,서울특별시 영등포구 영등포동8가,서울특별시 종로구 장사동,서울특별시 서대문구 대현동,경기도 안성시 서운면,N,N,0,272651,0.2,54530
박은서,1951-08-09,061-112-8468,74,서울특별시 중구 남대문로5가,64,13,경기도 용인시 처인구 포곡읍,경기도 포천시 영북면,경기도 광주시 초월읍,경기도 용인시 처인구 양지면,경기도 양평군 청운면,경기도 용인시 처인구 포곡읍,N,N,0,326844,0.2,65369
강경자,2000-06-25,016-362-1563,25,경기도 양주시 은현면,70,18,경기도 안성시 금광면,경기도 안성시 연지동,서울특별시 마포구 공덕동,경기도 남양주시 화도읍,경기도 이천시 신둔면,경기도 안성시 동본동,N,N,0,94041,0.3,28212
김상호,1951-06-10,011-701-6586,74,경기도 화성시 서신면,45,14,경기도 안성시 공도읍,경기도 연천군 중면,경기도 화성시 향남읍,경기도 수원시 권선구 평동,경기도 시흥시 거모동,경기도 여주시 점동면,N,Y,2,100308,0.3,30092
송아름,1979-01-09,010-3369-3800,46,경기도 화성시 매송면,75,17,경기도 여주시 세종대왕면,경기도 파주시 광탄면,서울특별시 영등포구 당산동6가,서울특별시 성북구 동소문동7가,경기도 용인시 처인구 양지면,경기도 구리시 아천동,N,N,0,213204,0.2,42641
박서현,1958-05-18,061-569-0666,67,서울특별시 중구 을지로1가,60,16,경기도 남양주시 와부읍,경기도 용인시 기흥구 신갈동,경기도 수원시 권선구 오목천동,경기도 화성시 정남면,서울특별시 영등포구 양평동3가,경기도 고양시 덕양구 도내동,N,N,0,575442,0.2,115088
이성현,1957-11-03,055-156-9563,68,경기도 김포시 통진읍,64,17,경기도 평택시 안중읍,경기도 오산시 세교동,경기도 군포시 금정동,서울특별시 용산구 산천동,경기도 이천시 설성면,서울특별시 중구 남산동3가,N,N,0,502585,0.2,100517
이시우,1960-08-05,033-148-9813,65,서울특별시 중구 회현동3가,75,24,경기도 양주시 남면,경기도 양주시 만송동,경기도 여주시 강천면,서울특별시 종로구 충신동,서울특별시 관악구,경기도 파주시 장단면,N,N,0,260378,0.2,52076
이은지,2001-12-20,031-946-5927,24,경기도 용인시 처인구 포곡읍,64,23,경기도 화성시 비봉면,서울특별시 동대문구 제기동,경기도 이천시 장호원읍,경기도 이천시 백사면,서울특별시 서초구 염곡동,서울특별시 종로구 무악동,N,N,0,40530,0.3,12159
구영자,1986-01-13,02-8503-2240,39,경기도 파주시 탄현면,75,20,경기도 용인시 처인구 이동읍,경기도 여주시 하동,경기도 포천시 신북면,경기도 화성시 금곡동,경기도 연천군 신서면,서울특별시 구로구 개봉동,N,Y,3,209895,0.5,104948
윤영식,1969-06-03,061-096-2589,56,경기도 평택시 고덕동,55,19,경기도 수원시 영통구 망포동,경기도 이천시 설성면,경기도 김포시 양촌읍,경기도 오산시 수청동,경기도 안성시 원곡면,경기도 여주시 대신면,Y,N,0,324684,0.53,172083
김상철,1981-03-01,054-687-1122,44,경기도 양평군 지평면,72,26,경기도 파주시 적성면,경기도 파주시 진동면,경기도 평택시 현덕면,경기도 포천시 가산면,경기도 파주시 파주읍,경기도 가평군 가평읍,N,N,0,818940,0.2,163788
김숙자,1955-10-08,055-465-2395,70,경기도 안성시 보개면,67,22,경기도 부천시 오정구 삼정동,경기도 파주시 파주읍,서울특별시 영등포구 문래동6가,경기도 화성시 향남읍,경기도 용인시 처인구 이동읍,경기도 광주시 초월읍,N,Y,3,150664,0.5,75332
홍민재,1969-05-02,070-0507-7424,56,경기도 화성시 배양동,61,19,경기도 파주시 장단면,경기도 용인시 처인구 모현읍,경기도 양주시 봉양동,경기도 수원시 권선구 세류동,경기도 여주시 세종대왕면,경기도 여주시 매룡동,N,N,0,168533,0.2,33707
김지원,2005-07-11,055-449-0071,20,경기도 광주시 태전동,55,20,서울특별시 중구 방산동,경기도 포천시 영중면,경기도 안성시 봉남동,경기도 용인시 처인구 역북동,서울특별시 성동구 도선동,경기도 평택시 팽성읍,Y,N,0,784285,0.53,415671
송은주,1964-05-22,053-379-5713,61,경기도 수원시 장안구 율전동,53,22,경기도 화성시 송산면,경기도 파주시 법원읍,경기도 안양시 만안구 박달동,경기도 용인시 처인구 포곡읍,경기도 여주시 대신면,경기도 가평군 설악면,Y,N,0,354773,0.53,188030
하지영,1976-12-20,054-039-1167,49,경기도 연천군 신서면,55,33,경기도 광주시 초월읍,경기도 평택시 이충동,서울특별시 서대문구 남가좌동,경기도 화성시 향남읍,경기도 용인시 처인구 호동,경기도 시흥시 물왕동,N,Y,3,14063,0.5,7032
김영호,1989-11-06,051-085-3940,36,경기도 용인시 처인구 남사읍,61,27,경기도 안성시 고삼면,경기도 양평군 양동면,경기도 성남시 분당구 이매동,경기도 평택시 오성면,경기도 양평군 개군면,경기도 화성시 비봉면,N,N,0,631417,0.2,126283
강영수,1980-07-17,033-215-5577,45,경기도 용인시 처인구 남사읍,57,30,경기도 김포시 양촌읍,경기도 연천군 백학면,서울특별시 용산구 청파동2가,경기도 군포시 부곡동,경기도 파주시 파주읍,경기도 이천시 백사면,N,Y,2,53469,0.3,16041
신정순,1988-04-20,018-904-0239,37,경기도 광주시 도척면,68,18,경기도 평택시 팽성읍,경기도 고양시 일산동구 문봉동,경기도 여주시 점동면,서울특별시 동대문구 이문동,경기도 성남시 수정구 오야동,경기도 포천시 가산면,Y,N,0,362809,0.53,192289
송성호,1955-04-01,053-984-8158,70,경기도 수원시 권선구,52,23,경기도 남양주시 진접읍,경기도 김포시 월곶면,경기도 포천시 영중면,경기도 안성시 보개면,경기도 광주시 초월읍,경기도 평택시 소사동,N,N,0,93775,0.2,18755
권은경,1970-07-02,063-244-8170,55,서울특별시 종로구 구기동,60,21,경기도 고양시 덕양구 도내동,경기도 포천시 내촌면,경기도 포천시 가산면,서울특별시 영등포구 당산동4가,경기도 평택시 팽성읍,경기도 양평군 지평면,N,N,0,31406,0.2,6281
서수빈,1972-12-08,02-1543-9277,53,서울특별시 마포구 상암동,64,20,경기도 평택시 세교동,경기도 광주시 퇴촌면,서울특별시 종로구 관철동,경기도 양주시 백석읍,경기도 파주시 조리읍,서울특별시 중구 봉래동1가,N,N,0,368428,0.2,73686
박현숙,1996-04-05,051-566-7230,29,경기도 용인시 처인구 남사읍,64,13,경기도 광주시 곤지암읍,경기도 안양시 만안구 박달동,경기도 여주시 가남읍,경기도 포천시 신북면,경기도 고양시 덕양구 행신동,경기도 안성시 서운면,N,N,0,4724,0.3,1417
이서준,1951-02-21,063-096-2964,74,경기도 양주시 장흥면,61,23,경기도 안성시 공도읍,경기도 성남시 수정구 심곡동,경기도 포천시 가산면,경기도 평택시 합정동,서울특별시 용산구 용산동1가,경기도 안성시 금광면,N,N,0,166136,0.2,33227
이상훈,1962-03-13,042-011-9865,63,경기도 고양시 덕양구 동산동,53,30,경기도 평택시 청북읍,서울특별시 성북구 안암동5가,경기도 이천시 장호원읍,경기도 연천군 전곡읍,경기도 수원시 팔달구 교동,경기도 파주시 법원읍,Y,N,0,50472,0.53,26750
성정순,1986-09-18,062-877-4356,39,서울특별시 마포구 구수동,52,17,서울특별시 용산구 청암동,경기도 평택시 팽성읍,경기도 파주시 하지석동,경기도 용인시 수지구 죽전동,경기도 고양시 덕양구 행주내동,경기도 용인시 처인구 원삼면,N,N,0,36600,0.2,7320
이성민,1966-10-26,011-707-6596,59,경기도 화성시 매송면,53,24,경기도 용인시 기흥구 보라동,경기도 화성시 우정읍,경기도 안산시 상록구 팔곡일동,경기도 안성시 미양면,서울특별시 서대문구 창천동,경기도 여주시 점동면,N,N,0,149507,0.2,29901
윤은정,1973-08-06,044-445-0176,52,서울특별시 은평구 구산동,60,20,경기도 화성시 남양읍,경기도 성남시 중원구 성남동,서울특별시 성북구 하월곡동,경기도 남양주시 조안면,경기도 김포시 월곶면,경기도 화성시 오산동,N,N,0,463476,0.2,92695
송정희,1991-04-26,063-261-4279,34,경기도 성남시 수정구 상적동,58,15,서울특별시 영등포구 문래동3가,경기도 여주시 북내면,경기도 안성시 원곡면,서울특별시 중구 충정로1가,경기도 고양시 일산동구 식사동,경기도 안성시 양성면,N,N,0,633589,0.3,190077
김보람,1963-12-02,070-3252-5129,62,서울특별시 중구 충무로1가,56,17,경기도 화성시 목동,경기도 이천시 설성면,경기도 연천군 군남면,경기도 가평군 청평면,경기도 평택시 팽성읍,경기도 화성시 향남읍,Y,N,0,29491,0.53,15630
이수빈,1972-10-27,010-4671-0814,53,경기도 화성시 봉담읍,62,13,경기도 구리시 토평동,서울특별시 동대문구 용두동,경기도 파주시 광탄면,경기도 이천시 마장면,경기도 남양주시 조안면,경기도 화성시 봉담읍,N,N,0,266705,0.2,53341
심성민,1962-06-27,042-977-1773,63,경기도 고양시 덕양구 신원동,62,27,경기도 화성시 향남읍,경기도 양평군 서종면,서울특별시 중랑구 묵동,서울특별시 은평구 진관동,경기도 연천군 미산면,경기도 화성시 향남읍,N,N,0,221024,0.2,44205
최영환,1997-09-26,032-646-2897,28,경기도 안성시 서운면,51,17,경기도 의왕시 학의동,경기도 파주시 군내면,서울특별시 은평구 증산동,경기도 양평군 지평면,경기도 안성시 죽산면,경기도 부천시 원미구 소사동,N,N,0,96386,0.3,28916
김아름,2001-09-09,054-401-4404,24,경기도 용인시 처인구 백암면,52,27,경기도 안성시 양성면,경기도 성남시 중원구 금광동,경기도 화성시 남양읍,경기도 양평군 옥천면,경기도 안성시 서운면,경기도 평택시 현덕면,Y,N,0,19376,0.53,10269
김현숙,1988-01-18,02-3018-2771,37,서울특별시 광진구,66,23,경기도 평택시 서탄면,경기도 용인시 처인구 양지면,서울특별시 동작구 상도동,경기도 화성시 서신면,경기도 양평군 서종면,경기도 광주시 곤지암읍,N,N,0,138658,0.2,27732
김시우,1985-09-03,062-785-6883,40,경기도 성남시 분당구 석운동,63,14,경기도 파주시 맥금동,서울특별시 마포구 서교동,경기도 용인시 처인구 포곡읍,경기도 이천시 단월동,경기도 용인시 처인구 양지면,경기도 여주시 금사면,N,Y,2,289820,0.3,86946
노상훈,1986-08-12,052-929-6413,39,경기도 이천시 장호원읍,44,15,경기도 포천시 일동면,경기도 평택시 팽성읍,서울특별시 중구 충무로2가,경기도 여주시 가남읍,경기도 안성시 석정동,경기도 화성시 장안면,N,N,0,1156,0.2,231
이영미,1997-12-17,053-663-8351,28,경기도 화성시 우정읍,63,16,경기도 여주시 대신면,경기도 양평군 양평읍,서울특별시 성북구 하월곡동,경기도 하남시 광암동,경기도 남양주시 별내면,경기도 안성시 일죽면,N,N,0,89982,0.3,26995
김영호,1957-06-10,051-080-3661,68,경기도 양주시 백석읍,52,20,경기도 남양주시 수동면,경기도 안성시 보개면,경기도 여주시 북내면,경기도 가평군 설악면,경기도 가평군 북면,경기도 평택시 청북읍,N,N,0,14292,0.2,2858
김민준,1983-06-11,070-8842-3727,42,경기도 광명시,56,20,서울특별시 영등포구 양평동4가,경기도 김포시 대곶면,경기도 양평군 강상면,서울특별시 종로구 필운동,경기도 화성시 정남면,경기도 화성시 송동,N,N,0,10937,0.2,2187
김성호,1969-10-15,044-520-2626,56,경기도 파주시 탄현면,47,27,경기도 양주시 남방동,경기도 김포시 통진읍,서울특별시 중구 남산동1가,경기도 여주시 대신면,경기도 양주시 은현면,경기도 광주시 쌍령동,N,N,0,49633,0.2,9927
이성현,1990-10-06,042-277-5285,35,서울특별시 중구 순화동,77,20,경기도 남양주시 수동면,경기도 이천시 설성면,경기도 가평군 청평면,경기도 고양시 덕양구 원당동,경기도 화성시 장안면,경기도 양평군 지평면,N,N,0,414447,0.2,82889
황정희,1953-08-18,016-949-4066,72,경기도 가평군 청평면,53,19,경기도 김포시 양촌읍,경기도 오산시 원동,경기도 이천시 단월동,서울특별시 종로구 체부동,서울특별시 강남구 신사동,경기도 포천시 신북면,N,N,0,109700,0.2,21940
홍서연,1984-03-20,032-443-8177,41,서울특별시 구로구 천왕동,74,23,서울특별시 동대문구 전농동,서울특별시 종로구 팔판동,경기도 여주시 대신면,경기도 이천시 마장면,서울특별시 중구 남산동2가,경기도 여주시 북내면,N,N,0,246899,0.2,49380
강지아,2003-09-22,042-846-9061,22,경기도 가평군 북면,55,23,경기도 안성시 보개면,서울특별시 송파구 오금동,서울특별시 용산구 동빙고동,서울특별시 종로구 통의동,경기도 안성시 원곡면,서울특별시 마포구 신정동,N,N,0,602248,0.3,180674
김경숙,1956-12-01,033-282-5114,69,경기도 포천시 군내면,70,22,경기도 화성시 양감면,경기도 여주시 가남읍,서울특별시 마포구 현석동,경기도 하남시 창우동,경기도 의정부시 낙양동,서울특별시 광진구 구의동,N,N,0,1003,0.2,201
이정자,1962-07-17,062-280-7868,63,경기도 안성시 사곡동,62,16,경기도 화성시 우정읍,경기도 파주시 조리읍,경기도 여주시 산북면,서울특별시 종로구 효제동,경기도 가평군 상면,경기도 시흥시 물왕동,N,Y,2,303255,0.3,90976
김영일,1969-06-01,019-914-2879,56,경기도 수원시 영통구 영통동,62,22,경기도 안성시 양성면,서울특별시 노원구,경기도 평택시 청북읍,경기도 의정부시 민락동,경기도 여주시 북내면,경기도 용인시 기흥구,N,N,0,24927,0.2,4985
나중수,1990-08-18,052-693-7145,35,경기도 안성시 보개면,54,20,경기도 용인시 처인구 백암면,경기도 여주시 금사면,경기도 화성시 팔탄면,경기도 파주시 탄현면,경기도 수원시 영통구 신동,경기도 김포시 하성면,N,N,0,10721,0.2,2144
오영순,1980-03-23,061-057-7003,45,경기도 양주시 광적면,68,21,경기도 시흥시 물왕동,서울특별시 송파구 오금동,경기도 용인시 처인구 김량장동,경기도 양평군 개군면,경기도 가평군 청평면,서울특별시 성북구,N,Y,2,204248,0.3,61274
이종수,1974-02-19,064-782-5427,51,경기도 시흥시 포동,72,29,경기도 안성시 연지동,서울특별시 도봉구 방학동,경기도 김포시 하성면,경기도 수원시 영통구 영통동,경기도 화성시 마도면,경기도 평택시 청북읍,N,N,0,236244,0.2,47249
황영수,1977-07-22,02-7649-2254,48,경기도 양주시 남면,73,24,경기도 파주시 적성면,경기도 김포시 풍무동,경기도 이천시 호법면,경기도 이천시 부발읍,경기도 양평군 양동면,경기도 이천시 진리동,N,N,0,238981,0.2,47796
한성진,1958-08-05,017-656-9862,67,경기도 안성시 연지동,69,15,경기도 파주시 광탄면,경기도 안성시 신소현동,경기도 여주시 강천면,경기도 의정부시,경기도 포천시 군내면,경기도 포천시 신북면,Y,Y,2,56915,0.53,30165
송은영,1990-05-24,062-329-0904,35,경기도 화성시 반월동,63,25,경기도 용인시 처인구 백암면,경기도 성남시 분당구 궁내동,경기도 이천시 율면,경기도 양평군 강하면,경기도 안성시 고삼면,경기도 이천시 신둔면,N,N,0,31444,0.2,6289
김서영,1988-11-11,044-891-7561,37,경기도 시흥시 화정동,63,28,경기도 연천군 왕징면,경기도 화성시 방교동,경기도 양평군 용문면,경기도 화성시 양감면,경기도 오산시 은계동,서울특별시 용산구 용산동3가,N,Y,3,25121,0.5,12560
김영철,1952-10-04,054-843-7105,73,경기도 연천군 왕징면,67,25,경기도 평택시 고덕면,서울특별시 용산구 원효로4가,서울특별시 서초구 염곡동,경기도 여주시 세종대왕면,경기도 화성시 산척동,서울특별시 영등포구 양평동5가,N,N,0,60405,0.2,12081
남도윤,1995-05-21,062-390-4520,30,경기도 여주시 강천면,60,22,경기도 가평군 설악면,경기도 이천시 신둔면,서울특별시 중구 인현동1가,경기도 안성시 서운면,서울특별시 서대문구 충정로2가,경기도 구리시 교문동,N,Y,2,100607,0.3,30182
권중수,1958-10-16,061-725-0239,67,서울특별시 은평구,59,19,경기도 안양시 만안구,서울특별시 성동구 응봉동,경기도 평택시 포승읍,경기도 남양주시 별내동,경기도 광주시 곤지암읍,경기도 파주시 문산읍,N,Y,2,439046,0.3,131714
최도윤,1964-12-21,019-077-5384,61,경기도 평택시 현덕면,58,10,서울특별시 종로구 이화동,경기도 성남시 중원구 금광동,경기도 연천군 왕징면,서울특별시 중구 충무로4가,경기도 남양주시 화도읍,경기도 포천시 관인면,N,N,0,656839,0.2,131368
이상철,1977-06-19,018-016-2618,48,경기도 평택시 신장동,49,23,서울특별시 양천구,경기도 이천시 백사면,경기도 화성시 송산면,서울특별시 종로구 홍지동,경기도 고양시 덕양구 행주내동,경기도 파주시 탄현면,N,Y,3,6201,0.5,3100
김병철,1970-03-13,011-603-6277,55,경기도 양평군 양동면,73,19,경기도 포천시 영중면,경기도 광주시 도척면,경기도 이천시 사음동,경기도 김포시 구래동,경기도 남양주시 화도읍,경기도 수원시 영통구,N,N,0,3913,0.2,783
이민서,1957-08-17,062-633-1789,68,경기도 이천시 대월면,51,18,경기도 용인시 처인구 백암면,경기도 파주시 진동면,경기도 가평군 설악면,경기도 여주시 금사면,경기도 군포시 속달동,경기도 연천군 왕징면,N,N,0,166075,0.2,33215
이옥순,1982-05-08,064-712-5820,43,서울특별시 종로구 체부동,53,25,서울특별시 용산구 청파동1가,경기도 성남시 수정구 양지동,경기도 양평군 양평읍,경기도 양주시 산북동,경기도 이천시 모가면,서울특별시 마포구 상암동,N,N,0,118505,0.2,23701
김정웅,1952-02-20,010-3206-1087,73,경기도 이천시 백사면,58,18,경기도 여주시 가남읍,서울특별시 구로구 고척동,경기도 과천시 중앙동,경기도 여주시 가남읍,경기도 김포시 사우동,경기도 양평군 용문면,N,N,0,134423,0.2,26885
이서영,1953-07-01,018-549-8237,72,경기도 평택시 포승읍,60,17,서울특별시 종로구 효자동,경기도 의정부시 용현동,경기도 이천시 마장면,경기도 파주시,경기도 양주시 남면,경기도 광주시 곤지암읍,N,N,0,717725,0.2,143545
김영철,1987-06-27,053-714-1101,38,경기도 남양주시 도농동,61,15,경기도 포천시 신북면,경기도 시흥시 물왕동,경기도 시흥시,경기도 파주시 적성면,경기도 하남시 미사동,경기도 가평군 설악면,N,N,0,243610,0.2,48722
이옥자,1974-02-25,063-190-9780,51,경기도 안성시 금광면,62,26,경기도 여주시 가남읍,서울특별시 종로구 와룡동,경기도 파주시 장단면,경기도 화성시 매송면,경기도 평택시 팽성읍,서울특별시 용산구 신계동,N,N,0,31499,0.2,6300
황종수,1960-09-18,02-4074-0932,65,서울특별시 중구 삼각동,54,14,경기도 김포시 양촌읍,서울특별시 용산구 남영동,경기도 용인시 처인구 남사읍,경기도 시흥시,경기도 안성시 양성면,서울특별시 용산구 용산동1가,N,N,0,805516,0.2,161103
김상현,1996-06-26,063-792-2294,29,경기도 안성시 서인동,60,21,경기도 화성시 향남읍,경기도 파주시 군내면,경기도 평택시 오성면,경기도 화성시 매송면,경기도 파주시 장단면,경기도 용인시 처인구 원삼면,N,N,0,133196,0.3,39959
임현준,1962-01-20,031-749-4587,63,서울특별시 성북구 동소문동6가,59,13,경기도 고양시 일산동구 마두동,서울특별시 동대문구,경기도 이천시 사음동,경기도 여주시 강천면,경기도 광주시 초월읍,경기도 연천군 신서면,Y,N,0,160235,0.53,84925
김민준,1984-04-19,061-369-4417,41,경기도 이천시 호법면,76,20,경기도 의왕시 고천동,경기도 남양주시 와부읍,경기도 여주시 가남읍,경기도 안산시 단원구 초지동,경기도 양평군 청운면,경기도 여주시 점동면,N,N,0,738059,0.2,147612
고민재,1964-06-26,064-721-3425,61,경기도 화성시 매송면,63,12,경기도 김포시 월곶면,서울특별시 서대문구 연희동,서울특별시 성북구 보문동7가,경기도 안성시 고삼면,경기도 화성시 정남면,경기도 파주시,N,N,0,20289,0.2,4058
장지후,1993-11-27,055-641-0905,32,경기도 평택시 오성면,55,21,경기도 여주시 산북면,경기도 화성시 서신면,경기도 포천시 창수면,경기도 안성시 금광면,경기도 이천시 장호원읍,경기도 파주시 군내면,N,N,0,17076,0.3,5123
장지원,1999-10-26,02-2906-5754,26,경기도 양주시 백석읍,56,19,경기도 양평군 지평면,서울특별시 중구 인현동2가,경기도 평택시 도일동,서울특별시 영등포구 양평동4가,경기도 이천시 대월면,경기도 용인시 기흥구,N,N,0,33924,0.3,10177
김지민,1966-01-11,061-178-0946,59,경기도 안양시 만안구,67,28,경기도 평택시 청북읍,경기도 연천군 전곡읍,경기도 가평군 북면,경기도 용인시 처인구 남동,경기도 평택시 서탄면,경기도 연천군 백학면,N,N,0,46325,0.2,9265
이서준,2002-04-09,041-382-3745,23,경기도 안성시 고삼면,66,22,경기도 용인시 기흥구 농서동,경기도 이천시 율면,경기도 양주시 삼숭동,경기도 김포시 대곶면,경기도 양주시 남면,서울특별시 용산구 후암동,N,N,0,137429,0.3,41229
차정호,2002-08-04,02-8315-6727,23,경기도 안성시 삼죽면,66,16,서울특별시 강서구 오곡동,경기도 용인시 수지구,경기도 가평군,경기도 안성시 원곡면,경기도 하남시 학암동,경기도 시흥시 능곡동,N,N,0,103409,0.3,31023
김영환,1970-08-27,016-482-3450,55,서울특별시 영등포구 문래동5가,64,22,경기도 남양주시 삼패동,경기도 여주시 흥천면,서울특별시 영등포구 영등포동6가,경기도 여주시 가남읍,경기도 양평군 강상면,서울특별시 성북구 삼선동2가,N,N,0,193181,0.2,38636
오아름,1972-06-14,055-686-4516,53,서울특별시 종로구 서린동,64,21,경기도 의정부시 녹양동,경기도 과천시 막계동,서울특별시 성북구 상월곡동,경기도 포천시 신북면,경기도 파주시 탄현면,경기도 시흥시 매화동,N,N,0,120092,0.2,24018
박지영,1970-05-25,042-348-7558,55,경기도 부천시 소사구 심곡본동,54,19,경기도 화성시 우정읍,경기도 여주시 가남읍,서울특별시 마포구 서교동,경기도 파주시 진동면,서울특별시 구로구 천왕동,서울특별시 중구 회현동2가,N,Y,3,215992,0.5,107996
우현우,1961-01-17,070-8500-1386,64,경기도 연천군 중면,60,26,경기도 김포시 고촌읍,경기도 이천시 장호원읍,서울특별시 노원구,경기도 화성시 정남면,서울특별시 서대문구 북가좌동,경기도 안성시 서인동,N,N,0,52589,0.2,10518
한명숙,1957-02-04,053-693-6981,68,경기도 연천군 신서면,59,22,경기도 광주시 곤지암읍,경기도 평택시 고덕면,경기도 여주시 금사면,경기도 수원시 팔달구 구천동,경기도 포천시 이동면,경기도 고양시 덕양구 토당동,N,N,0,247775,0.2,49555
김예지,1989-02-03,051-807-9867,36,서울특별시 강서구 내발산동,62,22,경기도 수원시 팔달구 팔달로1가,서울특별시 성북구 보문동7가,경기도 양평군 양동면,경기도 여주시 금사면,경기도 파주시 법원읍,경기도 김포시 풍무동,N,N,0,640388,0.2,128078
박서영,1999-02-17,070-6278-5589,26,경기도 양평군 개군면,61,19,서울특별시 마포구 신수동,경기도 여주시 점동면,경기도 의정부시 금오동,경기도 양주시 장흥면,경기도 안성시 공도읍,경기도 화성시 남양읍,N,N,0,7659,0.3,2298
김미경,1978-10-09,018-105-0090,47,경기도 여주시 멱곡동,50,14,경기도 포천시 일동면,경기도 양주시 광적면,경기도 포천시 영북면,서울특별시 동작구 본동,경기도 가평군 청평면,경기도 가평군 설악면,N,Y,3,96035,0.5,48018
류예진,1988-11-09,019-237-9228,37,경기도 고양시 일산동구 산황동,49,21,서울특별시 동작구 신대방동,경기도 과천시,경기도 가평군 상면,경기도 화성시 남양읍,경기도 가평군 가평읍,경기도 광주시 남한산성면,N,N,0,237181,0.2,47436
조현숙,2005-11-19,044-149-6132,20,경기도 파주시 광탄면,60,26,경기도 용인시 처인구 모현읍,서울특별시 성동구 하왕십리동,경기도 양평군 단월면,경기도 여주시 점동면,경기도 화성시 정남면,경기도 수원시 팔달구 남수동,N,Y,3,40971,0.5,20486
윤선영,1980-01-18,017-275-3054,45,경기도 양평군 청운면,59,21,경기도 오산시 외삼미동,경기도 가평군 청평면,서울특별시 광진구 능동,경기도 양평군 양평읍,경기도 안성시 대덕면,경기도 광주시 도척면,N,N,0,59644,0.2,11929
이서현,1952-03-04,02-9028-5955,73,경기도 안산시 상록구 장상동,62,22,경기도 평택시 팽성읍,경기도 이천시 신둔면,경기도 용인시 처인구 양지면,경기도 가평군 청평면,경기도 연천군 청산면,서울특별시 강남구 율현동,N,Y,3,586260,0.5,293130
김정수,2003-05-21,041-998-1382,22,경기도 여주시 가남읍,60,19,경기도 평택시 진위면,경기도 안성시 양성면,서울특별시 강서구 방화동,경기도 여주시 북내면,경기도 양평군 강상면,경기도 안성시 신건지동,N,N,0,258973,0.3,77692
심은주,1958-11-06,011-566-4792,67,경기도 여주시 점동면,66,20,경기도 용인시 기흥구 고매동,경기도 구리시 토평동,서울특별시 종로구 낙원동,서울특별시 종로구 무악동,경기도 성남시 중원구 상대원동,경기도 남양주시 호평동,N,N,0,557743,0.2,111549
최정순,1950-09-13,032-383-1901,75,경기도 성남시 분당구 이매동,71,21,경기도 수원시 팔달구 팔달로3가,경기도 이천시 마장면,경기도 김포시 하성면,경기도 여주시 금사면,서울특별시 중구 입정동,경기도 김포시 풍무동,N,N,0,874812,0.2,174962
허도윤,1998-02-17,032-762-2533,27,서울특별시 노원구,60,23,경기도 남양주시 조안면,서울특별시 영등포구 영등포동4가,서울특별시 영등포구 당산동2가,경기도 안성시 고삼면,경기도 양주시 회정동,서울특별시 성북구 석관동,N,N,0,64855,0.3,19456
김예진,1957-10-03,042-133-9727,68,경기도 용인시 처인구 포곡읍,50,21,경기도 김포시 장기동,서울특별시 중구 오장동,경기도 김포시 북변동,경기도 고양시 일산동구 문봉동,경기도 연천군 전곡읍,경기도 파주시 탄현면,N,Y,2,361164,0.3,108349
이서현,1963-07-19,063-350-3814,62,경기도 의왕시 학의동,66,17,경기도 가평군 청평면,서울특별시 서대문구 충정로2가,경기도 양평군 양동면,서울특별시 중구 신당동,경기도 평택시 서탄면,경기도 가평군 조종면,N,N,0,55744,0.2,11149
황승민,1963-03-16,042-245-6837,62,경기도 의정부시 고산동,76,11,경기도 광주시 남한산성면,경기도 양평군 서종면,경기도 김포시 대곶면,경기도 이천시 마장면,서울특별시 중구 만리동1가,경기도 양평군 서종면,N,N,0,287625,0.2,57525
주지우,1980-05-13,041-983-3388,45,경기도 안성시 미양면,62,19,경기도 광주시 도척면,경기도 포천시 신북면,서울특별시 종로구 내자동,경기도 안성시 미양면,경기도 양평군 용문면,경기도 안성시 일죽면,Y,N,0,301784,0.53,159946
박현숙,1981-02-27,041-909-6722,44,경기도 수원시 팔달구 북수동,59,18,경기도 이천시 대월면,경기도 수원시 권선구 당수동,경기도 평택시 팽성읍,경기도 포천시 일동면,경기도 여주시 산북면,경기도 안성시 보개면,N,N,0,654246,0.2,130849
이영수,1962-02-11,016-121-8210,63,경기도 화성시 송산면,61,19,경기도 포천시 신북면,경기도 평택시 월곡동,경기도 수원시 영통구 매탄동,경기도 포천시 관인면,경기도 파주시 문산읍,경기도 연천군 전곡읍,N,Y,3,1052788,0.5,526394
김재호,1986-06-24,044-280-7373,39,경기도 이천시 마장면,61,15,경기도 파주시 적성면,경기도 이천시 설성면,경기도 수원시 권선구 평동,서울특별시 종로구 옥인동,경기도 파주시 파평면,서울특별시 종로구 원남동,N,Y,3,192166,0.5,96083
우명자,1960-09-01,042-625-7592,65,서울특별시 용산구 용산동4가,60,27,경기도 연천군 중면,경기도 여주시 가남읍,경기도 안산시 상록구 사사동,경기도 수원시,경기도 안산시 상록구 사동,경기도 안산시 상록구 부곡동,N,Y,2,252185,0.3,75656
